ID,Trips_Per_Day,Distance_Travelled_PassengerKm_Per_Day,Time_Travelled_Minutes_Per_Day,Trips_Per_Year,Distance_Travelled_PassengerKm_Per_Year,Time_Travelled_Hours_Per_Year,TravelMotives,Population,TravelModes,Margins,RegionCharacteristics,Period
50778,0.19,1.76,11.93,68.0,642.0,72.6,Touring/walking,Population 6 years or older,Total,Value,Noord-Brabant (PV),2018
50779,0.18,1.69,12.07,65.0,616.0,73.4,Touring/walking,Population 6 years or older,Total,Value,Noord-Brabant (PV),2019
50780,0.29,2.14,16.85,106.0,782.0,102.8,Touring/walking,Population 6 years or older,Total,Value,Noord-Brabant (PV),2020
50781,0.33,2.52,20.27,121.0,921.0,123.3,Touring/walking,Population 6 years or older,Total,Value,Noord-Brabant (PV),2021
50782,0.3,2.48,17.86,110.0,905.0,108.6,Touring/walking,Population 6 years or older,Total,Value,Noord-Brabant (PV),2022
50783,0.27,1.85,15.24,99.0,675.0,92.7,Touring/walking,Population 6 years or older,Total,Value,Noord-Brabant (PV),2023
50784,0.2,1.74,14.35,74.0,636.0,87.3,Touring/walking,Population 6 years or older,Total,Value,Limburg (PV),2018
50785,0.2,1.75,14.78,74.0,639.0,89.9,Touring/walking,Population 6 years or older,Total,Value,Limburg (PV),2019
50786,0.31,2.19,19.23,115.0,801.0,117.3,Touring/walking,Population 6 years or older,Total,Value,Limburg (PV),2020
50787,0.38,2.51,22.14,137.0,917.0,134.7,Touring/walking,Population 6 years or older,Total,Value,Limburg (PV),2021
50788,0.3,2.12,18.35,110.0,772.0,111.6,Touring/walking,Population 6 years or older,Total,Value,Limburg (PV),2022
50789,0.31,1.83,17.98,112.0,667.0,109.4,Touring/walking,Population 6 years or older,Total,Value,Limburg (PV),2023
50790,0.14,1.27,10.29,51.0,464.0,62.6,Touring/walking,Population 6 years or older,Total,Value,Extremely urbanised,2018
50791,0.14,1.25,11.03,52.0,456.0,67.1,Touring/walking,Population 6 years or older,Total,Value,Extremely urbanised,2019
50792,0.22,1.75,15.27,80.0,639.0,93.2,Touring/walking,Population 6 years or older,Total,Value,Extremely urbanised,2020
50793,0.29,2.13,19.73,105.0,776.0,120.0,Touring/walking,Population 6 years or older,Total,Value,Extremely urbanised,2021
50794,0.23,1.66,15.91,86.0,605.0,96.8,Touring/walking,Population 6 years or older,Total,Value,Extremely urbanised,2022
50795,0.21,1.45,14.07,76.0,528.0,85.6,Touring/walking,Population 6 years or older,Total,Value,Extremely urbanised,2023
50796,0.18,1.64,11.81,65.0,600.0,71.9,Touring/walking,Population 6 years or older,Total,Value,Strongly urbanised,2018
50797,0.17,1.67,11.58,63.0,609.0,70.5,Touring/walking,Population 6 years or older,Total,Value,Strongly urbanised,2019
50798,0.28,2.04,16.22,102.0,748.0,98.9,Touring/walking,Population 6 years or older,Total,Value,Strongly urbanised,2020
50799,0.32,2.36,18.74,116.0,862.0,114.0,Touring/walking,Population 6 years or older,Total,Value,Strongly urbanised,2021
50800,0.29,2.04,16.29,106.0,746.0,99.1,Touring/walking,Population 6 years or older,Total,Value,Strongly urbanised,2022
50801,0.27,1.9,15.2,99.0,693.0,92.4,Touring/walking,Population 6 years or older,Total,Value,Strongly urbanised,2023
50802,0.18,1.76,12.17,67.0,643.0,74.0,Touring/walking,Population 6 years or older,Total,Value,Moderately urbanised,2018
50803,0.18,1.75,11.89,67.0,639.0,72.3,Touring/walking,Population 6 years or older,Total,Value,Moderately urbanised,2019
50804,0.29,2.12,16.77,105.0,774.0,102.3,Touring/walking,Population 6 years or older,Total,Value,Moderately urbanised,2020
50805,0.33,2.74,19.63,120.0,1000.0,119.4,Touring/walking,Population 6 years or older,Total,Value,Moderately urbanised,2021
50806,0.3,2.25,17.2,108.0,820.0,104.7,Touring/walking,Population 6 years or older,Total,Value,Moderately urbanised,2022
50807,0.27,1.91,15.26,99.0,697.0,92.8,Touring/walking,Population 6 years or older,Total,Value,Moderately urbanised,2023
50808,0.2,2.0,12.71,72.0,729.0,77.3,Touring/walking,Population 6 years or older,Total,Value,Hardly urbanised,2018
50809,0.18,1.81,12.76,67.0,660.0,77.6,Touring/walking,Population 6 years or older,Total,Value,Hardly urbanised,2019
50810,0.29,2.38,16.92,107.0,870.0,103.2,Touring/walking,Population 6 years or older,Total,Value,Hardly urbanised,2020
50811,0.34,2.83,20.45,126.0,1033.0,124.4,Touring/walking,Population 6 years or older,Total,Value,Hardly urbanised,2021
50812,0.31,2.35,17.45,114.0,859.0,106.2,Touring/walking,Population 6 years or older,Total,Value,Hardly urbanised,2022
50813,0.28,2.1,15.66,103.0,766.0,95.2,Touring/walking,Population 6 years or older,Total,Value,Hardly urbanised,2023
50814,0.18,1.56,10.75,66.0,571.0,65.4,Touring/walking,Population 6 years or older,Total,Value,Not urbanised,2018
50815,0.18,1.85,12.39,67.0,675.0,75.4,Touring/walking,Population 6 years or older,Total,Value,Not urbanised,2019
50816,0.3,2.32,16.56,110.0,850.0,101.0,Touring/walking,Population 6 years or older,Total,Value,Not urbanised,2020
50817,0.35,3.1,21.25,128.0,1130.0,129.2,Touring/walking,Population 6 years or older,Total,Value,Not urbanised,2021
50818,0.28,2.21,16.2,103.0,805.0,98.6,Touring/walking,Population 6 years or older,Total,Value,Not urbanised,2022
50819,0.28,2.05,16.32,102.0,750.0,99.3,Touring/walking,Population 6 years or older,Total,Value,Not urbanised,2023
51084,0.01,0.36,1.07,5.0,131.0,6.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2018
51085,0.01,0.33,1.1,5.0,119.0,6.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2019
51086,0.02,0.4,1.19,6.0,145.0,7.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2020
51087,0.02,0.44,1.43,7.0,161.0,8.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2021
51088,0.02,0.39,1.16,6.0,143.0,7.1,Touring/walking,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2022
51089,0.01,0.35,1.05,5.0,126.0,6.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2023
51090,0.02,0.44,1.33,6.0,162.0,8.1,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2018
51091,0.02,0.53,1.63,8.0,193.0,9.9,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2019
51092,0.02,0.56,1.54,7.0,206.0,9.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2020
51093,0.02,0.64,1.87,9.0,234.0,11.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2021
51094,0.02,0.64,1.76,7.0,232.0,10.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2022
51095,0.01,0.29,0.98,5.0,106.0,6.0,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2023
51096,0.01,0.31,0.92,5.0,114.0,5.6,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2018
51097,0.01,0.35,1.17,5.0,128.0,7.1,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2019
51098,0.02,0.42,1.24,6.0,152.0,7.6,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2020
51099,0.02,0.54,1.65,8.0,197.0,10.0,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2021
51100,0.01,0.32,1.07,5.0,118.0,6.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2022
51101,0.02,0.43,1.19,7.0,156.0,7.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2023
51102,0.01,0.36,1.1,5.0,133.0,6.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2018
51103,0.01,0.3,1.06,4.0,108.0,6.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2019
51104,0.02,0.36,1.06,6.0,130.0,6.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2020
51105,0.02,0.39,1.27,6.0,142.0,7.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2021
51106,0.01,0.34,1.03,5.0,125.0,6.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2022
51107,0.01,0.35,1.09,5.0,127.0,6.6,Touring/walking,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2023
51108,0.01,0.35,1.04,5.0,128.0,6.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2018
51109,0.01,0.28,0.86,4.0,102.0,5.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2019
51110,0.02,0.39,1.29,6.0,141.0,7.9,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2020
51111,0.02,0.37,1.36,7.0,134.0,8.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2021
51112,0.02,0.46,1.27,6.0,167.0,7.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2022
51113,0.01,0.29,0.86,5.0,105.0,5.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2023
51134,0.02,0.63,1.69,8.0,231.0,10.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Overijssel (PV),2020
51135,0.02,0.68,1.77,7.0,249.0,10.8,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Overijssel (PV),2021
51144,0.01,0.25,0.9,5.0,91.0,5.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Gelderland (PV),2018
51145,0.01,0.32,1.02,5.0,118.0,6.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Gelderland (PV),2019
51146,0.02,0.3,1.06,6.0,111.0,6.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Gelderland (PV),2020
51147,0.02,0.5,1.67,9.0,184.0,10.1,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Gelderland (PV),2021
51148,0.02,0.31,1.21,5.0,113.0,7.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Gelderland (PV),2022
51149,0.02,0.36,1.27,7.0,133.0,7.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Gelderland (PV),2023
51152,0.02,0.49,1.16,7.0,180.0,7.1,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Utrecht (PV),2020
51153,0.02,0.41,1.15,7.0,148.0,7.0,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Utrecht (PV),2021
51154,0.02,0.38,1.1,6.0,140.0,6.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Utrecht (PV),2022
51155,0.02,0.45,1.24,7.0,165.0,7.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Utrecht (PV),2023
51156,0.01,0.35,1.15,5.0,127.0,7.0,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Holland (PV),2018
51157,0.01,0.33,1.16,4.0,121.0,7.1,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Holland (PV),2019
51158,0.02,0.3,0.96,6.0,111.0,5.8,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Holland (PV),2020
51159,0.02,0.43,1.39,6.0,156.0,8.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Holland (PV),2021
51160,0.01,0.28,0.86,5.0,101.0,5.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Holland (PV),2022
51161,0.01,0.27,0.88,5.0,97.0,5.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Holland (PV),2023
51162,0.01,0.39,1.23,5.0,142.0,7.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Holland (PV),2018
51163,0.01,0.32,1.07,4.0,116.0,6.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Holland (PV),2019
51164,0.01,0.33,1.02,5.0,121.0,6.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Holland (PV),2020
51165,0.02,0.35,1.19,6.0,128.0,7.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Holland (PV),2021
51166,0.01,0.37,1.07,5.0,136.0,6.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Holland (PV),2022
51167,0.01,0.38,1.2,4.0,137.0,7.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Zuid-Holland (PV),2023
51174,0.01,0.41,1.18,5.0,148.0,7.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Brabant (PV),2018
51175,0.01,0.26,0.7,4.0,97.0,4.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Brabant (PV),2019
51176,0.02,0.4,1.25,6.0,146.0,7.6,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Brabant (PV),2020
51177,0.02,0.4,1.46,6.0,145.0,8.9,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Brabant (PV),2021
51178,0.02,0.46,1.24,6.0,169.0,7.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Brabant (PV),2022
51179,0.01,0.35,1.03,5.0,129.0,6.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Noord-Brabant (PV),2023
51182,0.02,0.36,1.39,7.0,130.0,8.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Limburg (PV),2020
51183,0.02,0.3,1.14,8.0,110.0,6.9,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Limburg (PV),2021
51186,0.01,0.3,0.91,4.0,110.0,5.5,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Extremely urbanised,2018
51187,0.01,0.24,0.85,3.0,87.0,5.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Extremely urbanised,2019
51188,0.01,0.34,1.04,4.0,124.0,6.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Extremely urbanised,2020
51189,0.01,0.35,1.16,5.0,127.0,7.0,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Extremely urbanised,2021
51190,0.01,0.28,0.87,4.0,102.0,5.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Extremely urbanised,2022
51191,0.01,0.3,0.84,3.0,110.0,5.1,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Extremely urbanised,2023
51192,0.01,0.37,1.12,5.0,134.0,6.8,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Strongly urbanised,2018
51193,0.01,0.35,1.18,5.0,129.0,7.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Strongly urbanised,2019
51194,0.02,0.46,1.4,7.0,167.0,8.6,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Strongly urbanised,2020
51195,0.02,0.43,1.44,7.0,159.0,8.8,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Strongly urbanised,2021
51196,0.01,0.46,1.22,5.0,168.0,7.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Strongly urbanised,2022
51197,0.02,0.37,1.18,6.0,136.0,7.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Strongly urbanised,2023
51198,0.02,0.33,0.98,6.0,119.0,6.0,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Moderately urbanised,2018
51199,0.01,0.35,1.04,5.0,128.0,6.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Moderately urbanised,2019
51200,0.02,0.37,1.05,6.0,134.0,6.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Moderately urbanised,2020
51201,0.02,0.58,1.68,9.0,213.0,10.2,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Moderately urbanised,2021
51202,0.02,0.4,1.29,7.0,146.0,7.9,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Moderately urbanised,2022
51203,0.02,0.32,0.95,6.0,118.0,5.7,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Moderately urbanised,2023
51204,0.02,0.47,1.31,6.0,170.0,8.0,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Hardly urbanised,2018
51205,0.01,0.33,1.16,5.0,122.0,7.1,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Hardly urbanised,2019
51206,0.02,0.43,1.21,7.0,157.0,7.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Hardly urbanised,2020
51207,0.02,0.44,1.58,7.0,161.0,9.6,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Hardly urbanised,2021
51208,0.02,0.42,1.36,7.0,155.0,8.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Hardly urbanised,2022
51209,0.02,0.42,1.24,6.0,152.0,7.6,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Hardly urbanised,2023
51210,0.01,0.28,0.88,5.0,103.0,5.4,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Not urbanised,2018
51211,0.02,0.44,1.52,6.0,160.0,9.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Not urbanised,2019
51212,0.02,0.31,1.13,8.0,113.0,6.9,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Not urbanised,2020
51213,0.02,0.5,1.36,7.0,181.0,8.3,Touring/walking,Population 6 years or older,Passenger car (driver),Value,Not urbanised,2021
51480,0.01,0.18,0.55,2.0,67.0,3.3,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,The Netherlands,2018
51481,0.01,0.23,0.69,2.0,82.0,4.2,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,The Netherlands,2019
51482,0.01,0.25,0.87,3.0,90.0,5.3,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,The Netherlands,2020
51483,0.01,0.37,1.18,4.0,135.0,7.2,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,The Netherlands,2021
51484,0.01,0.22,0.7,3.0,79.0,4.3,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,The Netherlands,2022
51485,0.01,0.2,0.68,3.0,74.0,4.1,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,The Netherlands,2023
51489,0.02,0.59,1.9,7.0,215.0,11.6,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Noord-Nederland (LD),2021
51492,0.01,0.17,0.56,2.0,63.0,3.4,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Oost-Nederland (LD),2018
51493,0.01,0.25,0.93,3.0,93.0,5.7,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Oost-Nederland (LD),2019
51494,0.01,0.25,0.96,4.0,91.0,5.8,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Oost-Nederland (LD),2020
51495,0.01,0.44,1.32,5.0,162.0,8.0,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Oost-Nederland (LD),2021
51496,0.01,0.23,0.77,3.0,85.0,4.7,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Oost-Nederland (LD),2022
51498,0.01,0.16,0.51,2.0,58.0,3.1,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,West-Nederland (LD),2018
51499,0.01,0.2,0.55,2.0,74.0,3.4,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,West-Nederland (LD),2019
51500,0.01,0.24,0.81,3.0,87.0,4.9,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,West-Nederland (LD),2020
51501,0.01,0.29,0.97,3.0,107.0,5.9,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,West-Nederland (LD),2021
51502,0.01,0.18,0.66,2.0,65.0,4.0,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,West-Nederland (LD),2022
51503,0.01,0.19,0.68,2.0,68.0,4.1,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,West-Nederland (LD),2023
51504,0.01,0.16,0.39,2.0,58.0,2.4,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Zuid-Nederland (LD),2018
51505,0.01,0.2,0.61,2.0,71.0,3.7,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Zuid-Nederland (LD),2019
51506,0.01,0.19,0.76,3.0,70.0,4.6,Touring/walking,Population 6 years or older,Passenger car (passenger),Value,Zuid-Nederland (LD),2020
